specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;betulaceae_scientific_name - scientific_name;betulaceae_scientific_name - species_name_not_in_list;betulaceae_scientific_name - genus_name_not_in_list;betulaceae_scientific_name - not_sure;betulaceae_scientific_name - no_info
B;Herbarium Berolinense;B101200681;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Niedersachsen;;;;;;True;;;True;;True;;;True;Fürstenau;False;;Marquart;False;52.516666666666666 , 7.666666666666667;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200682;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Steiermark;;;;01/01/1862 - 31/12/1862;False;False;A. Wild;;False;;True;;;True;Leoben;False;;A. Makowsky;False;47.3805128 , 15.0947756;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200683;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;;;;False;Grand Est;;;False;03/02/1817 - 03/02/1817;False;False;;;True;;True;;;True;Strasburg;;False;;True;48.58274938673444 , 7.742614746093751;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200684;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Corse;;;False;17/07/1933 - 17/07/1933;;;Paul Aellen;;;4590;;R. de  Litardière;;;Am Ufer der La Solenzara ca. 2 km oberhalb d. Mündung;;False;;True;41.83407699623835 , 9.318766593933107;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200685;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;İstanbul;;;;01/01/1951 - 31/12/1951;False;False;;;True;170;False;;;True;Umgegend von Istambul;False;;;True;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200686;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Corse;;;;17/07/1933 - 17/07/1933;False;False;Paul Aellen;;False;4590;False;R. de  Litardière;;;Am Ufer der La Solenzara ca. 2 km oberhalb der Mündung;False;;;True;41.86123532807204 , 9.370694160461428;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200687;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;İstanbul;;;False;;;True;;;True;168;;;;True;Umgegend von Istambul;;False;;True;41.075856292485504 , 28.97232055664063;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200688;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;False;Düzce;;;;13/05/1955 - 13/05/1955;False;False;H. u. E. Walter + C. Bilger;;False;4620;False;E. Walter;;False;Anatolien, Fahrt Düzce → Akçakoca Hecisdağlari, an Straße, feuchter Hang;False;;H. u. E. Walter;False;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200689;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Bolu;;;;08/09/1957 - 08/09/1957;False;False;G. Wagenitz und  H.-J. Beug;;False;41;False;G. Wagenitz;;False;NW-Anatolien: südlich Bolu, ca. 950 m. An einem Bach (in einer kleinen Schlucht mit Abies bornmülleriana-Wäldern).;False;;;True;40.67788749147702 , 31.630153656005863;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200690;12;9145619;BETULACEAE;indet.;sp.;;Aserbaidschan;False;;;;Lənkəran;;;;01/01/1836 - 31/12/1836;False;False;R. F. Hohenacker;;False;;True;;;True;Ad apuaeductus[!] et in sylvaticis prope Lankoran [Lənkəran] usque ad altit. 3000';False;;Alexander Prior;False;38.75362940244396 , 48.83766174316407;;;;False;Alnus barbata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200691;12;9145619;BETULACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101200692;12;9145619;BETULACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;False;;;;New York;;;;15/09/1945 - 15/09/1945;False;False;W. A. Matthews;;False;4749;False;;;True;Low places along Lake Ontario on Edgemere Drive, Monroe County.;False;;;True;43.2796935 , -77.6557311;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200693;12;9145619;BETULACEAE;indet.;sp.;"""Kein Belege""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101200694;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;01/01/1851 - 31/12/1851;False;False;;;True;;True;;;True;H. Bonn;;False;L. C. Treviranus;;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200695;12;9145619;BETULACEAE;indet.;sp.;"""Kein Etikett/leeres Etikett""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
B;Herbarium Berolinense;B101200696;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tokushima(徳島県);;;;01/01/1919 - 31/12/1919;False;False;B. Krug;;False;1102;False;;;True;Shikoko;False;;;True;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200697;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Berlin;;;;01/01/1858 - 31/12/1858;;;Lind. [Lindblad];;;;True;;;True;Hort. Ber. [Hortus Berolinensis];False;;;True;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200698;12;9145619;BETULACEAE;indet.;sp.;"""mehrere Belege mit widersprüchlichen Angaben""";Deutschland;True;;;False;Berlin;;;False;01/01/1855 - 31/12/1855;;;;;True;;True;Rob. Schumburg;;;H. B. [Hortus Botanicus] [Berlin];;False;;True;;;;;True;Alnus glutinosa Medik.;;;;
B;Herbarium Berolinense;B101200699;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;False;Trabzon;;;False;24/08/1928 - 24/08/1928;False;False;Bernhard;;;34;False;J. Bornmüller;;False;Anatolien, fl. v. Trapezunt [Trabzon]: Kalopotamos [İkizdere Çayı];False;;J. Bornmüller;False;;;;;True;Alnus barbata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200700;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;False;Gilan;;;;23/04/1902 - 23/04/1902;False;False;J. et A. Bornmüller;;False;8244;;A. Callier;;;Persia borealis: Enseli [Bandar Anzali], in insula Mianposchte [Mīān Poshteh];;False;J. Bornmüller;False;37.4659177 , 49.4092858;;;;;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200701;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Kakheti;;;;23/01/1901 - 20/07/1901;False;False;J. Mlokossjewicz;;False;167;False;A. Callier;;;Caucasus Kachetia, prope Lagodechy. Возле рочки;False;False;J. Bornmüller;False;41.84232041548192 , 46.28591537475587;;;;False;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200702;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Golestan;;;False;30/03/1901 - 30/03/1901;False;False;P. Sintenis;;False;1344 d;False;A. Callier;;False;"Persia borealis; prov. Asterabad; Bender Ges: arbor; in silvis maritimis.";False;;J. Bornmüller;False;36.8933188 , 54.065777;;;;False;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200703;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Brandenburg;;;;01/03/1883 - 04/07/1883;False;False;J. Bornmüller;;False;;True;A. Callier;;False;culta in hortis Potsdam (Geltow);;False;J. Bornmüller;False;52.3763599047713 , 12.989358901977539;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200704;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Gilan;;;False;02/05/1902 - 02/05/1902;;;J. et A. Bornmüller;;;8245;;A. Callier;;False;Persia borealis: Resint inter Kudum et Rustamabad [Rostamabad];;False;J. Bornmüller;False;36.969548 , 49.603475;;;;False;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200705;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;Gilan;;;;15/05/1971 - 15/05/1971;False;False;K. H. Rechinger;;False;39675;False;Browicz;;False;In planitie litorali Caspia inter Bandar-e Pahlavi et Rezvandeh;False;;;True;37.458066 , 49.336763;;;;False;Alnus glutinosa subsp. barbata (C.A.Mey.) Yalt.;;;;
B;Herbarium Berolinense;B101200706;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Rize;;;;01/09/1980 - 30/09/1980;False;False;H. Ern;;False;6602;False;H. Ern;;False;"Waldgebirge bei Ayder Ilica oberhalb Çamlıhemşin; 1100 bis  1500 m. ü. M.";;False;;True;40.976884 , 41.066266;;;;False;Alnus glutinosa var. barbata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200707;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Fukui(福井県);;;;22/08/1917 - 22/08/1917;False;False;M. Takenouchi;;False;11405;False;;;True;Owara-toge, prov. Echizen. In montane wood (1400 m.) rare!;False;;M. Takenouchi;False;36.214157 , 136.214326;;;;False;Alnus glutinosa var. cylindrostachya H.J.P.Winkl.;;;;
B;Herbarium Berolinense;B101200708;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Bayern;;;;15/09/1919 - 15/09/1919;False;False;Toepffer;;False;;True;A. Callier;;False;Ex horto botanico Monacensi;;False;J. Bornmüller;False;;;;;True;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200709;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Sachsen-Anhalt;;;;01/06/1896 - 01/06/1896;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Zöschen b./ Merseburg: in horto Dieck.;False;;J. Bornmüller;False;;;;;True;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200710;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;False;Bayern;;;False;15/09/1919 - 15/09/1919;;;Toepffer;;;;True;A. Callier;;;Ex horto botanico Monacensi [München];;False;J. Bornmüller;;;;;;True;Alnus rubra Bong.;;;;
B;Herbarium Berolinense;B101200711;12;9145619;BETULACEAE;indet.;sp.;;Polen;True;;;;Dolnośląskie;;;;26/08/1907 - 26/08/1907;False;False;C. Baenitz;;False;;True;;;True;"Breslau [Wrocław]; Königl. Botanischer Garten. 120 m. Heimisch in Südeuropa und im Kaukasus.";False;;C. Baenitz;False;;;;;True;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200712;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;;Dolnośląskie;;;;20/03/1908 - 26/08/1908;False;False;C. Baenitz;;;30452;False;;;True;"Breslau; Göpperthain. 120 m. Heimisch in Südeuropa und im Kaukasus.";;False;C. Baenitz,J. Riemer;;51.115 , 17.083;;;;;Alnus glutinosa var. denticulata (C.A.Mey.) Ledeb.;;;;
B;Herbarium Berolinense;B101200713;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Samsun;;;;23/08/1889 - 23/08/1889;False;False;J. Bornmüller;;False;1272;False;A. Callier;;False;Amasia: in silvis prope Ladik, Alt.: 4-600 m s m;False;;J. Bornmüller;False;40.91299 , 35.895764;;;;;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200714;12;9145619;BETULACEAE;indet.;sp.;;Iran;;;;False;Golestan;;;False;29/11/1900 - 29/11/1900;;;P. Sintenis;;;1344 a.;;A. Callier;;;"Persia borealis; prov. Asterabad; Bender Ges: ad ripas et in silvis humidis";;False;J. Bornmüller;False;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200715;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Rheinland-Pfalz;;;;08/06/1893 - 08/06/1893;False;False;F. Wirtgen;;False;;True;;;True;Rheinpreussen. Sieggebiet. Rechtes Nisterufer bei den Pulvermühlen zu Wissen.;False;;;True;50.772512406767 , 7.718152999877931;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200716;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Zentralmakedonien (Kentrikí Makedonía);;;;29/08/1986 - 29/08/1986;False;False;K. I. Christensen & K. Bruhn Møller;;False;535;False;;;True;"Nom. Serrai; along road from Serrai [Serres] to Ano Vrondou, c. 2 km S of Ano Vrondou. Altitude: 1050-1080";False;;;True;41.27280724210892 , 23.69210243225098;;;;False;Alnus glutinosa subsp. glutinosa;;;;
B;Herbarium Berolinense;B101200717;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;Gilan;;;False;09/01/1892 - 09/01/1892;;;J. Bornmüller;;;4520;;A. Callier;;;Persia bor. prov. Ghilan: inter Pirebazar et Rescht.;;False;J. Bornmüller;;37.33030892893795 , 49.56275939941407;;;;;Alnus denticulata C.A.Mey.;;;;
B;Herbarium Berolinense;B101200718;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Berlin;;;;01/06/1912 - 30/06/1912;False;False;;;True;;True;;;True;Niederschönhausen Schloßpark;False;;Roman Schulz;False;52.57861584055715 , 13.406925201416017;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200719;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;;Provence-Alpes-Côte-d'Azur;;;;02/03/1916 - 15/10/1916;False;False;H. Beger;;False;;True;;;True;Dép. Var, Montrieux: am Gapeau;False;;H. Beger;False;43.1960173 , 6.0339406;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200720;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;;Pomorskie;;;;14/08/1911 - 19/08/1911;False;False;J. Bornmüller;;False;;True;A. Callier;;False;"Hinter-Pommern; um Ostseebad Leba";False;;J. Bornmüller;False;54.7604388 , 17.531376945616415;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200721;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;;Pomorskie;;;;14/08/1911 - 19/08/1911;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Hinter-Pommern: bei Ostseebad Leba [Łeba].;False;;J. Bornmüller;False;54.7604388 , 17.531376945616415;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200722;12;9145619;BETULACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;;;True;;True;A. Callier;;False;;;True;;True;;;;;True;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200723;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;16/10/1919 - 16/10/1919;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Berka a/ Ilm: Grabenrand a. d. Chaussee;False;;J. Bornmüller;False;50.90092280875948 , 11.282272338867188;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200724;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;16/07/1909 - 16/07/1909;;False;C. Baenitz;;False;;True;;;True;Tharandt, Forstgarten;False;;;True;50.98243800191763 , 13.576676845550537;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200725;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Thüringen;;;;01/09/1912 - 30/09/1912;;;J. Bornmüller;;;;True;A. Callier;;;Weimar: Südstraße, kl. Baum im Garten.;False;;J. Bornmüller;;50.97227396606732 , 11.32148073977304;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200726;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Thüringen;;;;30/05/1919 - 30/05/1919;True;False;Bornmüller;;False;;True;A. Callier;;False;Weimar am Fuße des Hainturm Hügels;;False;;True;50.94434482980826 , 11.36488437652588;;;;False;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200727;12;9145619;BETULACEAE;indet.;sp.;;Polen;False;;;;Opolskie;;;;10/06/1900 - 10/06/1900;False;False;C. Baenitz;;False;;True;;;True;"[Schlesien] Proskaü bei Oppeln; Königl. Pomologisches Institut. 180 m.";False;;C. Baenitz;False;50.592155 , 17.883475;;;;False;;;;;
B;Herbarium Berolinense;B101200728;12;9145619;BETULACEAE;indet.;sp.;;Polen;True;;;False;Dolnośląskie;;;;02/09/1907 - 13/04/1908;False;False;C. Baenitz;;False;203;False;;;True;"Silesia: Breslau [Wrocław]; Königl. Botanischer Garten. 120 m. Heimisch in Europa, Nordafrika bis Japan.";False;;C. Baenitz,Bothe;False;;;;;True;Alnus glutinosa var. vulgaris Spach;;;;
B;Herbarium Berolinense;B101200729;12;9145619;BETULACEAE;indet.;sp.;;Frankreich;False;;;False;Pays-de-Loire;;;;05/09/1901 - 05/09/1901;False;False;[Coilliot];;False;;True;;;True;Le Mans (Sarthe). In viridariis;;False;Coilliot,V. Engelhardt;False;48.00784126284435 , 0.1708078592853424;;;;;Alnus glutinosa var. laciniata (Aiton) Willd.;;;;
B;Herbarium Berolinense;B101200730;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Sachsen;;;;01/08/1952 - 01/08/1952;False;False;H. [Hempel];;False;1341;False;H. [Hempel];;False;Königshain. Am Fuß des Kämpferberges;False;;W. Hempel;False;51.18278479288957 , 14.837036132812502;;;;False;Alnus glutinosa f. laciniata Willd.;;;;
B;Herbarium Berolinense;B101200731;12;9145619;BETULACEAE;indet.;sp.;;Belgien;False;;;False;Liège(Luik);;;;24/06/1997 - 24/10/1997;False;False;R. Renard;;False;;True;J. Lambinon;;False;Sprimont, Chanxhe, IFBL G7.23.24, alt. env. 120 m, berge terreuse de l'Ourthe;False;;;True;50.49967037768403 , 5.59178352355957;;;;False;Alnus glutinosa f. puberula Callier;;;;
B;Herbarium Berolinense;B101200732;12;9145619;BETULACEAE;indet.;sp.;;Dänemark;False;;;;Midtjylland;;;;04/08/1997 - 04/08/1997;False;False;K. & S. S. Larsen;;False;47152;False;K. & S. S. Larsen;;;Ry, SE of Silkeborg, alt. 40 m, humid depression and along small brook in Fagus forest with deep humus soil.;False;;;True;56.0889176658211 , 9.772982597351076;;;;False;Alnus glutinosa subsp. glutinosa;;;;
B;Herbarium Berolinense;B101200733;12;9145619;BETULACEAE;indet.;sp.;;Belgien;False;;;;Liège(Luik);;;;26/06/1997 - 24/10/1997;False;False;R. Renard;;False;;True;J. Lambinon;;False;Sprimont, Chanxhe, IFBL G7.2324, Alt. env. 120 m, berge empierrée de l'Ourthe;False;;;True;50.503997 , 5.601576;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200734;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;;;True;Hausmann;;False;;True;;;True;Bozen;False;;Leithner;False;46.50264424066584 , 11.353683471679688;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200735;12;9145619;BETULACEAE;indet.;sp.;;Österreich;;;;False;Salzburg;;;False;;;True;D. Sauter, v. Spitzel;;;;True;;;True;Alpen im Pinzgau, 5-6000 F.;;False;;True;47.237689 , 12.663627;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200736;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Piemonte;;;;17/04/1910 - 17/04/1910;False;False;Bonte;;;;True;;;True;Monte Mottarone bei Stresa am Lago Maggiore;;False;;True;45.88295925195893 , 8.453550338745119;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200737;12;9145619;BETULACEAE;indet.;sp.;;Italien;;;;False;Piemonte;;;False;;;True;Rostan;;False;;True;;;True;Rive ds les vallees V/ses sur Pramollo sur le sentier vers les adrets. alpes de Faët.;;False;;True;44.894 , 7.211;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200738;12;9145619;BETULACEAE;indet.;sp.;;Slowenien;;;;False;Idrija;;;False;15/05/1971 - 15/05/1971;;;E. Mayer;;;9949/2;;E. Mayer;;;Jugoslavia: Primorsko: vallis rivuli Kanomlja prope Sp. [Spodnja] Idrija, inter montem Rzelj et viculum Na Krnicah - in declivibus graminosis fruticosis, cca 1000 m s.m.;;False;;True;46.055898 , 13.950915;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200739;12;9145619;BETULACEAE;indet.;sp.;;Slowenien;False;;;;Idrija;;;False;15/05/1971 - 15/05/1971;False;False;E. Mayer;;;;True;E. Mayer;;;Jugoslavia: Slovenia: Primorsko: vallis rivuli Kamonlja prope Sp. Idrija, inter montem Rzelj et viculum Na Krnicah- in declivibus graminosis fruticosis, cca 1000 m s.m,;;False;;True;46.05853162120844 , 13.926672935485842;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200740;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Kärnten;;;;22/07/1858 - 22/07/1858;;;Weiß;;;;True;;;True;Ushova [Uschowa]. Sulzbach Styr. inf.;;False;J. C. Eques Pittoni von Dannenfeldt;False;46.45603961265826 , 14.673510178182008;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200741;12;9145619;BETULACEAE;indet.;sp.;;Schweiz;False;;;;Ticino(Tessin);;;;27/06/1895 - 27/06/1895;False;False;J. Bornmüller;;False;;True;A. Callier;;False;Lugano: in m. Generoso. 1700;False;;J. Bornmüller;False;45.92948092701495 , 9.018246333725985;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200742;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;;;True;Kalbrunner;;False;;True;;;True;Auf Bergen um Groß-Sieghart[s] Kr. O. M. B. [Kreis Ober-Manharts-Berg, heute Waldviertel];False;;;True;48.79109525760757 , 15.403175354003908;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200743;12;9145619;BETULACEAE;indet.;sp.;;Österreich;;;;False;Salzburg;;;False;;;True;Spitzel;;;;True;;;True;Lofer;;False;Spitzel;False;47.5866984 , 12.6934197;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200744;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Steiermark;;;;24/05/1894 - 24/05/1894;False;False;Otto Prelinger;;False;;True;;;True;Schöckl b. Graz;False;;Prelinger,V. Engelhardt;;47.1976213 , 15.4625265;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200745;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Salzburg;;;;01/07/1922 - 31/07/1922;;;Baschant;;False;H 775;;;;True;Untersberg.;False;;;True;47.7441749 , 13.0273879;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200746;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Oberösterreich;;;;01/06/1952 - 30/06/1952;;;Baschant;;False;;True;;;True;Linz, Pöstlingberg;False;;Baschant;False;48.324191 , 14.2579887;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200747;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;False;Piemonte;;;;22/05/1934 - 22/05/1934;False;False;Baschant;;False;;True;;;True;Lago Maggiore, Baveno, Mottarone.;False;;;True;45.88127145789121 , 8.453646898269655;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200748;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;01/05/1930 - 31/05/1930;False;False;Baschant;;False;;True;;;True;Dolomiten. Tirs [Tiers]. 1400 m.;False;;;True;46.47427165709461 , 11.535773277282717;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200749;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Salzburg;;;;15/06/1884 - 31/08/1884;;;C. Aust;;False;;True;;;True;Auf der Reiter Alpe in der Fusch im Pinzgau.;False;;R. Beyer;False;47.23028948360478 , 12.818573967408044;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200750;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;False;Bayern;;;False;;;True;;;True;;True;A. Callier;;;Cult: in h. Schleisshe[i]m;;False;R. v. Uechtritz,J. Ullepitsch;;48.25241549376026 , 11.575684547424318;;;;;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200751;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Steiermark;;;;30/06/1883 - 30/06/1883;False;False;E. Witting;;False;;True;;;True;Am Wege von Obdach auf den Zirbitzkogl.;;False;;True;47.063635751050455 , 14.653530120849611;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200752;12;9145619;BETULACEAE;indet.;sp.;;Österreich;False;;;;Niederösterreich;;;;01/05/1859 - 31/05/1859;False;False;Oberleitner;;False;;True;;;True;Rastberg b. Seitenstetten;False;;;True;48.00333333333333 , 14.629166666666666;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200753;12;9145619;BETULACEAE;indet.;sp.;;Italien;False;;;;Trentino-Alto Adige;;;;09/07/1895 - 09/07/1895;False;False;F. Ostermeyer;;False;;True;;;True;Plätzwiese am Dürrenstein;True;;;True;46.64271887048088 , 12.19506025314331;;;;False;Alnus viridis (Chaix) DC.;;;;
B;Herbarium Berolinense;B101200754;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;09/04/1951 - 09/04/1951;False;False;Schmattorsch;;False;;True;;;True;Dahme;False;;M. Schmattorsch;False;51.867759 , 13.427606;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200755;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;11/06/1970 - 11/06/1970;False;False;M. Bäßler, D. Benkert, Ch. Biste et B. Mory;;False;;True;;;True;Exin (Forstort Lustgarten), Kreis Zehdenick.;False;;;True;52.9321577 , 13.35136510896984;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
B;Herbarium Berolinense;B101200756;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;False;;;;Brandenburg;;;;08/10/1972 - 08/10/1972;False;False;B. Motzkus;;False;;True;;;True;DDR, Zootzen, Kreis Wittstock: nasse Wiese am Brausebachstau, Neuendorfer Forst.;;False;;True;53.13369281758842 , 12.576942443847658;;;;False;Alnus glutinosa (L.) Gaertn.;;;;
