specimen - institute;specimen - collection;specimen - code;mission - id;mission - originalID;specimen - family;specimen - genus;specimen - specific_epithet;unusable - cause;country - country;country - growned_plant;country - guessed;country - not_sure;country - no_info;region1 - region;region1 - guessed;region1 - not_sure;region1 - no_info;collect_date - collect_date;collect_date - not_sure;collect_date - no_info;onecollector - collector;onecollector - not_sure;onecollector - no_info;collect_number - ;collect_number - no_info;identifier - identifier;identifier - not_sure;identifier - no_info;locality - locality;locality - not_sure;locality - no_info;owner - question_1;owner - no_info;geo - position;geo - radius;geo - description;geo - not_sure;geo - no_info;betulaceae_scientific_name - scientific_name;betulaceae_scientific_name - species_name_not_in_list;betulaceae_scientific_name - genus_name_not_in_list;betulaceae_scientific_name - not_sure;betulaceae_scientific_name - no_info
B;Herbarium Berolinense;B101223403;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Peloponnes (Pelopónnisos);;;;;;True;Th. Orphanedes;;False;;True;;;True;In Pheneo Graeciae;False;;L. C. Treviranus;False;37.9512961 , 22.3246617;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223404;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Ostmakedonien und Thrakien (Anatolikí Makedonía kai Thráki);;;False;20/07/1978 - 20/07/1978;;;W. Greuter;;;16073;False;W. Greuter;;False;Mikropolis (Graecia, prov. et distr. Dhrama), in latere boreo-orientali montis Meniki (Boz dagh Serron) supra fontem Dereiolu, alt. 750 m, in clivis orientem spectantibus, dumetis caducifoliis mixtis obtectis, solo calcareo;;False;;True;41.165578 , 23.716829;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223405;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Ostmakedonien und Thrakien (Anatolikí Makedonía kai Thráki);;;;12/06/1999 - 12/06/1999;False;False;A. Schuler;;False;99/598;False;;;True;Nomos: Evros, Dimos: Sufli. Tries Vrisis area, east of Kallithea, Alnus gallery along stream. On gneisses an gneiss-schists. Alt. 500 m;False;;;True;41.12083333333334 , 26.0125;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223406;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;;;;True;24/04/1976 - 24/04/1976;False;False;Schedler;;False;;True;;;True;Kaspischer Tieflandswald. Persien;False;;E. Bolay;False;;;;;True;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223407;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;Golestan;;;;26/07/1948 - 27/07/1948;False;False;K. H. et F. Rechinger;;False;6194;False;;;True;Prov. Gorgan (Asterabad): In declivibus borealibus montium Shahvar prope Hadjilang, ca. 2400-2600 m;False;;;True;36.56667 , 54.71667;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223408;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;False;Zentralmakedonien (Kentrikí Makedonía);;;;28/07/1999 - 28/07/1999;False;False;A. Schuler;;False;99/1179;False;;;True;Pela [Pella], Dimos: Exaplatanos, Mount Pinovo. Fagus-Abies wood near timberline. On limestone. Alt.: 1650 m;False;;A. Schuler;False;41.109722222222224 , 22.098333333333333;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223409;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;False;Mehedinţi;;;False;21/07/1927 - 21/07/1927;False;False;O. Fiedler;;False;7589;False;;;True;"Banat: Buschwald an sonnigen Hängen im Kazanpaß; 50 m.";False;;Otto Fiedler;False;44.63209607152641 , 22.27615356445313;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223410;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Zentralmakedonien (Kentrikí Makedonía);;;;31/07/1999 - 31/07/1999;False;False;A. Schuler;;False;99/1282;False;;;True;Pela [Pella], Dimos: Aridea, Mount: Voras. Valley between Loutraki and Orma. Pinus nigra woods. On limestone. Alt.: 520 m;;False;;True;40.96416666666667 , 21.898888888888887;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223411;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;07/06/1887 - 07/06/1887;False;False;Bornmüller;;False;;True;;;True;in silvis mts Damugled [Domogled] una cum C. Betulus L.;False;;J. Bornmüller;False;44.869838 , 22.410887;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223412;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Mehedinţi;;;;13/05/1943 - 13/05/1943;False;False;Al. Buia;;False;;True;;;True;Distr. Severin. In declivibus saxosus supra fluvi Danubii, inter pag. Eșelnița et Dubova. Alt. s.m. cca 100 m.;False;;;True;44.66645892601479 , 22.301387786865238;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223413;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Mehedinţi;;;;16/07/1937 - 16/07/1937;False;False;Baschant;;False;;True;;;True;Kazan-Pass;False;;;True;44.67744939319224 , 22.53501892089844;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223414;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;False;Mehedinţi;;;;13/05/1943 - 13/05/1943;False;False;Al. Buia;;False;;True;;;True;Distr. Severin, In declivibus saxosus supra fluvi Danubii, inter pag. Eșelnița et Dubova. Alt. s.m. cca 100 m.;False;;;True;44.6654 , 22.30307;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223415;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;;;;False;Caraş-Severin;;;False;01/08/1912 - 31/08/1912;;;Heinr. Laus;;;;True;;;True;Herkulesbad;;False;;True;44.8785058 , 22.4143883;;;;;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223416;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;02/08/1874 - 02/08/1874;;False;L. Simkovics;;False;;True;;;True;Banatus. Hungaria australis. In silvis ad Thermas Herculis.;False;;Bothe;False;44.8785058 , 22.4143883;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223417;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;30/05/1895 - 30/05/1895;False;False;C. Baenitz;;False;;True;;;True;"Hung. Austro-orientalis (olim Banatus): Herkulesbad; häufig in den Wäldern. 200 m.";False;;C. Baenitz;False;44.869389 , 22.412103;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223418;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;01/06/1905 - 30/06/1905;False;False;Marie et I. Dörfler;;False;4696;False;;;True;"In silvis prope ""Herkulesbad"".";False;False;I. Dörfler,Bothe;False;44.8672 , 22.409367;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223419;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;30/05/1895 - 30/05/1895;False;False;C. Baenitz;;False;;True;;;True;Fl. Hung. Austro-orientalis (olim Banatus): Herkulesbad, häufig in den Wäldern. 200 m.;False;;Bothe,C. Baenitz;False;44.8785058 , 22.4143883;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223420;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;False;Mehedinţi;;;;26/05/1994 - 26/05/1994;False;False;P. Erzberger;;False;;True;;;True;Südostabdachung des Gebirges Mehádiai hg., Flußtal nördl. des Dorfes Bahna;False;;Erzberger;False;44.78609602597327 , 22.49862670898438;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223421;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;;;;False;Caraş-Severin;;;False;23/07/1935 - 23/07/1935;;;;;True;;True;;;True;Comit. Krassó-Szörény. In silvaticis montis Coronini supra pag. Herkulesfürdö [Băile Herculane] alt. cca 400 m;;False;Z. Kárpáti;;44.890906188980644 , 22.415993213653564;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223422;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Mehedinţi;;;;01/05/1884 - 31/05/1884;False;False;D. Grecescu;;False;;True;;;True;Dealu Stirmina, in silvis;False;;J. Bubela,Bothe;False;44.4951274 , 22.7678136;;;;;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223423;12;9145619;BETULACEAE;indet.;sp.;;Rumänien;False;;;;Caraş-Severin;;;;23/07/1886 - 23/07/1886;False;False;J. Bornmüller;;False;;True;;;True;[Banat] In mt. Domogled ad Mehadiam.;False;;J. Bornmüller;False;44.905024 , 22.366017;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223424;12;9145619;BETULACEAE;indet.;sp.;;Bulgarien;False;;;;Varna(Варна);;;;01/06/1964 - 30/06/1964;False;False;Eckart;;False;;True;;;True;Varna;False;;W. Hempel;False;43.2073873 , 27.9166653;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223425;12;9145619;BETULACEAE;indet.;sp.;;Bulgarien;False;;;;Varna(Варна);;;;01/08/1886 - 31/08/1886;False;False;J. Bornmüller;;False;;True;;;True;Varna, Flussgebiet des Kamčyk.;False;;J. Bornmüller;False;43.01832665151272 , 27.824764251708988;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223426;12;9145619;BETULACEAE;indet.;sp.;;Bulgarien;;;;False;Blagoevgrad(Благоевград);;;False;26/07/1977 - 26/07/1977;;;B. Kuzmanov;;;;True;B. Kuzmanov;;;Struma valley - on the hill Kozuha;;False;;True;41.45780675 , 23.257829778779815;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223427;12;9145619;BETULACEAE;indet.;sp.;;Bulgarien;;;;False;Sliven(Сливен);;;False;06/07/1965 - 06/07/1965;False;False;B. Kuzmanov, D. Peev;;False;;True;B. Kuzmanov, D. Peev;;False;M. Stara planina orentalis: prope urb. Kotel;;False;;True;42.889196 , 26.446175;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223428;12;9145619;BETULACEAE;indet.;sp.;;Nordmazedonien;False;;;False;;;;True;30/05/1971 - 30/05/1971;False;False;;;True;;True;N. Holstein;;False;Jugoslawien: Mazedonien/ bei Skopje, in einer Schlucht;False;;W. Schwabe;False;41.97659773645381 , 21.407032012939453;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223429;12;9145619;BETULACEAE;indet.;sp.;;Kosovo;False;;;;;;;True;14/06/1967 - 14/06/1967;False;False;W. Vent;;False;;True;;;True;Jugoslawien: Makedonien: Westlich von Žur [Zhur] bei Prizren.;False;;;True;42.161397409544584 , 20.60747623443604;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223430;12;9145619;BETULACEAE;indet.;sp.;;Kosovo;False;;;;;;;True;14/06/1967 - 14/06/1967;;;W. Vent;;;;True;Anonymous (Mus. Bot. Berol.);;False;Jugoslawien. Makedonien: Westlich von Žur bei Prizren.;;False;;True;42.162252 , 20.616671;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223431;12;9145619;BETULACEAE;indet.;sp.;;Russland;False;;;;Krasnodar krai(Краснодарский край);;;;01/07/1977 - 31/07/1977;False;False;;;True;;True;Anonymous (Mus. Bot. Berol.);;False;Sowjetunion: nahe Sotschi am Schwarzen Meer;False;;W. Schwabe;False;43.58772648565653 , 39.713602066040046;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223432;12;9145619;BETULACEAE;indet.;sp.;;Russland;False;;;;Krasnodar krai(Краснодарский край);;;;01/07/1977 - 31/07/1977;False;False;;;True;;True;Anonymous (Mus. Bot. Berol.);;False;Sowjetunion: nahe Sotschi am Schwarzen Meer;False;;W. Schwabe;False;43.589768 , 39.734282;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223433;12;9145619;BETULACEAE;indet.;sp.;;;False;;;True;;;;True;;;True;Heuffel;;False;;True;N. Holstein;;False;Banat;False;;;True;;;;;True;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223434;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;;;;False;Autonomous Republic of Crimea(Автономна Республіка Крим);;;False;12/05/1959 - 12/05/1959;False;False;Beljanina;;;;True;Beljanina;;;Южный берег крыма. Мыс Мартьян (между Никитским бот[аническим] садом и Гурзуфом). Можжевеловый-дубовый лес. [Yuzhnyy bereg kryma. Mys Martjan (mezhdu Nikitskim botanicheskim sadom i Gurzufom). Mozhzhevelovyy-dubovyy les. Südküste der Krim. Cape Martjan (zwischen dem Botanischen Garten Nikita und Gurzuf). Wacholder-Eichenwald;;False;;True;44.510752569078875 , 34.251360678937566;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223435;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;10/05/1983 - 10/05/1983;False;False;D. Benkert;;False;;True;;;True;Sowjetunion. Jalta, beim Massandra-Park.;False;;;True;44.506658 , 34.188415;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223436;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;22/05/1896 - 16/07/1896;False;False;A. Callier;;;198;;de Halácsy;;;Abhänge des Sokoll bei Sudak;;False;A. Callier,I. Dörfler,F. Wirtgen;;44.834052 , 34.926095;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223437;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;03/07/1973 - 03/07/1973;False;False;A. Matzenko;;False;;True;A. Matzenko;;False;Tauria, ora australis, promontorium Sarytsch (U.R.S.S., Krym), in junipereto;False;;;True;44.387971 , 33.739201;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223438;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;False;;;;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;22/05/1896 - 16/07/1896;;;A. Callier;;False;198;False;de Halácsy;;False;Abhenge[!] des Sokoll bei Sudak;False;;I. Dörfler,F. Wirtgen;False;44.839199621919576 , 34.93712425231934;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223439;12;9145619;BETULACEAE;indet.;sp.;;Ukraine;False;;;False;Autonomous Republic of Crimea(Автономна Республіка Крим);;;;22/05/1896 - 16/07/1896;False;False;A. Callier;;False;198;False;Halàscy;;False;Abhänge des Sokoll bei Sudak;False;;Bothe,J. Dörfler;False;44.83391097659542 , 34.927082061767585;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223440;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Abkhazia;;;;18/06/1987 - 18/06/1987;False;False;Ge. Krebs;;False;1930 c;False;;;True;Grusinische SSR, Gagra, Berge am nördlichen Ortsrand (Kalk), Laubwald, ca. 400 m;;False;Ge. Krebs;False;43.287292 , 40.259906;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223441;12;9145619;BETULACEAE;indet.;sp.;;Russland;False;;;;Krasnodar krai(Краснодарский край);;;;10/06/1987 - 10/06/1987;False;False;Ge. Krebs;;False;1676 c;False;;;True;[Kolchis] Sotschi, Adler, Straße nach Gagra, Veseloe, bewaldeter Hügel am Ortsrand, Laubwald;False;;Ge. Krebs;False;43.415202 , 40.006618;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223442;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Abkhazia;;;;23/07/1964 - 23/07/1964;False;False;E. Köhler;;False;422;False;C. Beck;;False;[Kaukasus] Trockenhänge an Straße Suchumi - Novy Afon, ca. 300 m.;False;;;True;43.024149 , 40.919742;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223443;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Amasya;;;;;;True;Manissadjian;;False;1061;False;J. Freyn;;False;Amassia, Galatia.;False;;;True;40.6503248 , 35.8329148;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223444;12;9145619;BETULACEAE;indet.;sp.;;Türkei;;;;False;Amasya;;;;15/07/1889 - 16/07/1889;False;False;J. Bornmüller;;False;850 b;False;;;True;Anatoliae oriental., Amasia: in cacumine montis Sana-dagh, alt.: 15[00]-1650 m s.m.;False;;J. Bornmüller;False;40.69092 , 35.72044;;;;;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223445;12;9145619;BETULACEAE;indet.;sp.;;Österreich;True;;;;Wien;;;;31/05/1899 - 01/05/1900;False;False;;;True;;True;;;True;Hort. bot. Vindob. [Hortus Botanicus Vindobonensis (Wien)];False;;E. Koehne;False;;;;;True;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223446;12;9145619;BETULACEAE;indet.;sp.;;Österreich;True;;;;Wien;;;;08/07/1902 - 08/07/1902;False;False;;;True;;True;;;True;Hort. Bot. Wien;;False;Camillo Schneider;;;;;;True;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223447;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Thessalien (Thessalía);;;;07/09/1906 - 07/09/1906;False;False;R. Maire et M. Petitmengin;;False;1114;False;;;True;Orient. Vallée de Tempé;False;;J. Bornmüller;False;39.877073526010605 , 22.56613254547119;;;;False;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223448;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;;Osmaniye;;;;11/10/1957 - 11/10/1957;False;False;G. Wagenitz und  H.-J. Beug;;False;380;False;G. Wagenitz;;False;Süd-Anatolien, Prov. Seyhan und Hatay: Amanus-Gebirge (Nur Da., Gavur Da.) südöstl. Osmaniye, ca. 1000 m.;False;;;True;37.034911 , 36.398948;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223449;12;9145619;BETULACEAE;indet.;sp.;;Türkei;False;;;False;Osmaniye;;;;12/10/1957 - 12/10/1957;False;False;G. Wagenitz und  H.-J. Beug;;False;392;False;G. Wagenitz;;False;Süd-Anatolien, Prov. Seyhan und Hatay: Amanus-Gebirge (Nur Da., Gavur Da.) südöstl. Osmaniye, ca 1000 m. Mit immergrünen Gehölzen (Arbutus andrachne u.a.).;False;;H.-J. Beug und G. Wagenitz;False;37.020677767430996 , 36.29779815673829;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223450;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;;;;False;Ostmakedonien und Thrakien (Anatolikí Makedonía kai Thráki);;;False;27/05/1891 - 27/05/1891;;;P. Sintenis et J. Bornmüller;;False;534;;;;True;Insula Thasos ad Potamia.;;False;J. Bornmüller;;40.71663 , 24.72895;;;;;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223451;12;9145619;BETULACEAE;indet.;sp.;;Türkei;;;;False;Amasya;;;;01/06/1889 - 30/06/1889;;;J. Bornmüller;;False;850;;;;True;Amasia: in montis Ak-dag regione subalpina (15-1600 m);;False;J. Bornmüller;False;;;;;True;Carpinus duinensis Scop.;;;;
B;Herbarium Berolinense;B101223452;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Mtskheta-Mtianeti;;;;03/08/1982 - 03/08/1982;False;False;V. Vašák;;False;;True;;;True;Caucasus. In vicinitate pagi Saguramo. Alt. 600-900 m s. m.;False;;;True;41.901127741825874 , 44.75400924682618;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223453;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Kvemo Kartli;;;;20/05/1985 - 20/05/1985;False;False;V. Vašák;;False;;True;;;True;Caucasus: distr. Marneuli, in vicinitate pagi Shulaveri. Alt. 500 m s. m.;False;;;True;41.36476329869541 , 44.82336044311524;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223454;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Mtskheta-Mtianeti;;;;07/07/1971 - 07/07/1971;False;False;Ch. Beck;;False;;True;;;True;Sowjetunion, Kaukasus: Mzcheta bei Tbilissi [Tiflis], Bergsteppe in der Nähe von Narsani [Karsani].;False;;;True;41.82841 , 44.69955;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223455;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Abkhazia;;;;23/07/1964 - 23/07/1964;False;False;E. Köhler;;False;422;False;;;True;"Caucasica; Trockenhänge an der Straße Suchumi - Novy Afon, ca. 300 m.";False;;;True;43.07264821132018 , 40.93746185302735;;;;False;Carpinus L.;;;;
B;Herbarium Berolinense;B101223456;12;9145619;BETULACEAE;indet.;sp.;;Georgien;False;;;;Abkhazia;;;;26/06/1977 - 26/06/1977;False;False;V. Vašák;;False;;True;;;True;Caucasus occidentalis: dist. Gulripsh, in vale fluminis Amtkel haud procul a confluvio fluminis Kodora. Alt. 500-600 m s. m.;False;;;True;43.020398 , 41.340316;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223457;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;;Nordrhein-Westfalen;;;;01/01/1857 - 31/12/1857;False;False;;;True;;True;;;True;H. Bonn;False;;L. C. Treviranus;False;;;;;True;Carpinus L.;;;;
B;Herbarium Berolinense;B101223458;12;9145619;BETULACEAE;indet.;sp.;;Deutschland;True;;;False;Nordrhein-Westfalen;;;False;01/01/1857 - 31/12/1857;;;[L. C. Treviranus];;;;True;;;True;H. Bonn. [Hortus Bonnensis];;False;L. C. Treviranus;;;;;;True;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223463;12;9145619;BETULACEAE;indet.;sp.;;Iran;False;;;;Golestan;;;;03/06/1975 - 03/06/1975;False;False;K. H. Rechinger;;False;52535;False;K. H. Rechinger;;False;Persia: N: Gorgan (Mohammad Reza Shah National Park): Inter Tang-e Rah, et Tang-e Gol, in silvis frondosis, substr. calc., 400-600 m;False;;;True;37.416666666666664 , 55.75;;;;False;Carpinus orientalis Mill.;;;;
B;Herbarium Berolinense;B101223464;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;;;;False;Zentralmakedonien (Kentrikí Makedonía);;;False;25/08/1891 - 25/08/1891;False;False;P. Sintenis et J. Bornmüller;;False;1469;False;K. I. Christensen;;False;Lithochori: ad Leptokaryaei;;False;J. Bornmüller;False;40.058808 , 22.564453;;;;;Carpinus orientalis subsp. orientalis;;;;
B;Herbarium Berolinense;B101223465;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;False;Thessalien (Thessalía);;;False;20/06/1885 - 28/06/1885;False;False;C. Haussknecht;;False;;True;K. I. Christensen;;False;Agrapha (Dolopia veterum): in reg. infer. m. Pindi circa monasterium Koróna, in nemorosis quercinis alt. 3500-3700' substratu schistoso.;False;;J. Bornmüller;False;39.315142 , 21.779558;;;;;Carpinus orientalis subsp. orientalis;;;;
B;Herbarium Berolinense;B101223466;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tokushima(徳島県);;;;01/01/1919 - 31/12/1919;False;False;B. Krug;;False;774;False;Mollenhauer;;;Shikoko;False;;;True;34.03 , 134.51;;;;False;Carpinus tschonoskii Maxim.;;;;
B;Herbarium Berolinense;B101223467;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tokushima(徳島県);;;;01/01/1919 - 31/12/1919;False;False;B. Krug;;False;774;False;;;True;Shikoko [Shikoku] Bezirk Tokushima;False;;;True;34.155353 , 134.506784;;;;False;Carpinus L.;;;;
B;Herbarium Berolinense;B101223468;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;False;Miyagi(宮城県);;;;13/07/1973 - 13/07/1973;False;False;H. Mori & H. Okazaki;;False;;True;;;True;N. Honshu: Sendai-shi, Kawauchi;False;;;True;38.25883934528636 , 140.84455490112308;;;;False;Carpinus tschonoskii Maxim.;;;;
B;Herbarium Berolinense;B101223469;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Miyagi(宮城県);;;;24/05/1973 - 24/05/1973;False;False;H. Mori, M. Yashima;;False;;True;;;True;N. Honshu: Sendai-shi, Kawauchi, Ninomaru;False;;;True;38.256877 , 140.8524352;;;;False;Carpinus tschonoskii Maxim.;;;;
B;Herbarium Berolinense;B101223470;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tōkyō(東京都);;;;04/08/1952 - 04/08/1952;False;False;Hideo Aoki;;False;;True;;;True;Hondo: Nanaomura in Musashi;False;;;True;35.47 , 139.4;;;;False;Carpinus tschonoskii Maxim.;;;;
B;Herbarium Berolinense;B101223471;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Tōkyō(東京都);;;;03/04/1952 - 03/04/1952;False;False;M. Ono et M. Togasi;;False;;True;;;True;Hondo: Ooizumi, urbe Tokyo;False;;;True;35.7074978 , 139.77922155;;;;False;Carpinus tschonoskii Maxim.;;;;
B;Herbarium Berolinense;B101223472;12;9145619;BETULACEAE;indet.;sp.;;China;;;;False;Shandong(山东);;;False;07/09/1930 - 07/09/1930;False;False;C. Y. Chiao;;False;3071;False;;;True;Lung Tung, 35 li from Tsinanfu [Jinan]. Along slope. Alt. 300 meters.;;False;;True;36.646169 , 117.106732;;;;False;Carpinus turczaninovii Hance;;;;
B;Herbarium Berolinense;B101223473;12;9145619;BETULACEAE;indet.;sp.;;Japan;False;;;;Hiroshima(広島県);;;;01/05/1955 - 01/05/1955;False;False;H. Ando;;False;24911;False;;;True;Taishaku-Kyo;;False;Paul O. Schallert;False;34.842873348013505 , 133.22742462158206;;;;;Carpinus turczaninovii Hance;;;;
B;Herbarium Berolinense;B101223474;12;9145619;BETULACEAE;indet.;sp.;;Thailand;False;;;False;Chiang Mai(เชียงใหม่);;;;03/01/1975 - 03/01/1975;False;False;R. Geesink, P. Hiepko, C. Phengkhlai;;False;8046;False;;;True;N. Thailand. Doi Inthanond, Alt. 1400 m. Evergreen forest along stream.;False;;;True;18.6666667 , 98.41666666666667;;;;;Carpinus viminea Wall. ex Lindl.;;;;
B;Herbarium Berolinense;B101223475;12;9145619;BETULACEAE;indet.;sp.;;Vereinigte Staaten von Amerika;True;;;;Massachusetts;;;;28/08/1898 - 28/08/1898;False;False;A. R. [Alfred Rehder];;False;;True;;;True;Arnold Arb[oretum].;False;;Alfred Rehder;False;;;;;True;Carpinus yedoensis Maxim.;;;;
B;Herbarium Berolinense;B101223476;12;9145619;BETULACEAE;indet.;sp.;;Griechenland;False;;;;Epirus (Ípeiros);;;;16/07/1998 - 16/07/1998;False;False;R. Eisenblätter & E. Willing;;False;67.712;False;;;True;Nom. Ioannina, Ep. Dhodhonis, W Negadhes (Ioa 567) Laubmischwald, 840 m;False;;Willing;False;39.85944444444445 , 20.830555555555556;;;;False;Carpinus L.;;;;
B;Herbarium Berolinense;B101223477;12;9145619;BETULACEAE;indet.;sp.;;Japan;;;;False;Shizuoka(静岡県);;;False;28/07/1921 - 28/07/1921;;;J. Sugimoto;;;;True;;;True;middle-Honshū. Mt. Amagi, prov. Idzu.;;False;M. Takenouchi;;34.862885328066 , 139.0018488225594;;;;;Carpinus yedoensis Maxim.;;;;
